pm2.5,pm10,no,no2,nox,nh3,co,so2,o3,benzene,toluene,aqi,aqi_bucket,year,month,day,day_of_week,week_of_year,pm_ratio,nox_total
30.04,57.31,19.57,34.68,37.25,42.32,1.14,8.26,22.91,2.53,24.25,99.0,Satisfactory,2019,8,6,1,32,0.515177499571257,54.25
32.63,72.98,22.98,31.82,38.88,33.65,1.22,9.81,29.87,3.07,29.46,104.0,Moderate,2019,8,7,2,32,0.4410651527439849,54.8
27.69,80.22,15.06,28.9,30.82,30.9,1.01,10.61,30.92,2.27,21.05,99.0,Satisfactory,2019,8,8,3,32,0.3409258803250431,43.96
14.59,61.47,9.54,22.08,21.86,28.01,0.86,9.3,26.17,1.6,15.54,89.0,Satisfactory,2019,8,9,4,32,0.233552105010405,31.619999999999997
16.73,47.75,9.02,22.06,21.47,24.4,0.87,8.47,25.43,1.12,10.3,75.0,Satisfactory,2019,8,10,5,32,0.3431794871794872,31.08
25.53,67.15,11.45,25.93,25.93,25.93,0.96,8.65,26.21,1.11,13.1,83.0,Satisfactory,2019,8,11,6,32,0.37461482024944975,37.379999999999995
20.53,51.91,13.19,26.18,27.51,24.89,1.02,8.14,21.46,1.56,15.92,80.0,Satisfactory,2019,8,12,0,33,0.38801738801738805,39.37
21.68,56.18,17.85,27.12,32.07,29.25,1.1,8.37,20.73,1.76,18.61,85.0,Satisfactory,2019,8,13,1,33,0.37915355019237496,44.97
33.21,58.36,16.96,31.9,33.85,29.08,1.19,8.5,31.43,1.94,21.44,93.0,Satisfactory,2019,8,14,2,33,0.559467654986523,48.86
28.78,56.28,18.56,25.03,32.56,31.29,1.04,8.51,23.58,1.5,16.34,93.0,Satisfactory,2019,8,15,3,33,0.5024441340782123,43.59
15.52,37.1,13.71,21.51,26.32,27.58,0.87,8.61,23.59,1.08,10.43,73.0,Satisfactory,2019,8,16,4,33,0.4073490813648294,35.22
10.24,19.51,14.08,19.1,24.77,25.82,0.81,7.67,16.51,1.12,10.25,67.0,Satisfactory,2019,8,17,5,33,0.4992686494392979,33.18
15.51,30.45,17.56,20.93,25.39,23.25,0.98,8.57,18.03,1.44,16.91,66.0,Satisfactory,2019,8,18,6,33,0.4931637519872814,38.489999999999995
38.55,86.13,26.99,28.59,38.82,25.62,1.31,8.6,28.06,2.77,28.61,99.0,Satisfactory,2019,8,19,0,34,0.44244232755652474,55.58
41.74,95.71,19.92,26.86,31.87,33.03,1.23,8.12,28.41,2.44,24.96,103.0,Moderate,2019,8,20,1,34,0.43159962775307625,46.78
46.69,129.46,15.16,32.68,32.26,34.19,1.14,7.81,31.18,2.37,23.43,107.0,Moderate,2019,8,21,2,34,0.3578874750881496,47.84
44.16,130.49,23.36,42.21,44.39,34.28,1.21,8.41,25.95,3.1,29.02,125.0,Moderate,2019,8,22,3,34,0.33584302988820436,65.57
50.49,142.76,37.04,40.32,54.52,36.4,1.3,8.36,28.57,3.26,32.01,130.0,Moderate,2019,8,23,4,34,0.3512103505843072,77.36
60.71,149.82,41.65,41.76,59.19,41.36,1.47,8.78,28.17,3.71,36.48,149.0,Moderate,2019,8,24,5,34,0.40253282058082485,83.41
33.49,67.82,11.09,31.71,27.89,34.91,0.93,8.23,24.22,1.99,18.44,107.0,Moderate,2019,8,25,6,34,0.48663179308340604,42.8
25.06,68.59,15.89,31.6,31.88,29.89,0.99,8.55,24.07,2.24,23.2,77.0,Satisfactory,2019,8,26,0,35,0.3601092110935479,47.49
40.68,107.99,21.99,34.48,39.32,31.99,1.17,10.01,36.98,2.84,29.66,114.0,Moderate,2019,8,27,1,35,0.37324525185796864,56.47
42.04,103.01,19.01,34.62,37.1,34.95,1.07,9.64,34.34,2.54,23.75,119.0,Moderate,2019,8,28,2,35,0.4041919046245553,53.629999999999995
33.92,90.29,11.52,30.6,27.72,32.6,0.93,8.24,30.97,1.88,15.84,103.0,Moderate,2019,8,29,3,35,0.37156315039982474,42.120000000000005
43.5,105.68,12.89,32.44,30.15,33.69,1.02,9.33,39.25,1.93,18.03,110.0,Moderate,2019,8,30,4,35,0.4077615298087739,45.33
57.16,123.23,18.34,40.79,40.39,38.62,1.41,9.14,33.71,2.72,26.9,123.0,Moderate,2019,8,31,5,35,0.46011430411333815,59.129999999999995
35.13,81.44,12.03,32.08,29.57,41.15,1.11,8.41,31.24,2.01,20.82,123.0,Moderate,2019,9,1,6,35,0.4261280931586609,44.11
46.15,101.79,10.33,31.91,27.85,36.31,1.07,8.81,39.18,1.96,21.64,105.0,Moderate,2019,9,2,0,36,0.4489736355676622,42.24
70.64,143.56,13.02,36.51,32.78,36.34,1.21,8.95,32.5,2.4,25.4,131.0,Moderate,2019,9,3,1,36,0.4886552296624239,49.53
73.33,150.39,10.62,36.99,30.78,37.13,1.22,9.03,36.13,2.38,26.31,165.0,Moderate,2019,9,4,2,36,0.4843780963075501,47.61
33.9,90.44,9.99,29.09,25.41,33.31,0.97,9.25,28.87,1.75,20.2,118.0,Moderate,2019,9,5,3,36,0.3707349081364829,39.08
35.81,89.47,12.15,30.05,27.49,34.35,0.99,10.9,27.22,2.13,21.71,96.0,Satisfactory,2019,9,6,4,36,0.3958218193876423,42.2
34.98,83.26,14.46,30.9,30.5,30.75,1.0,8.17,24.58,1.84,19.25,95.0,Satisfactory,2019,9,7,5,36,0.41514360313315923,45.36
32.83,77.01,10.61,26.84,24.75,32.14,0.9,8.72,32.4,1.55,18.52,99.0,Satisfactory,2019,9,8,6,36,0.4208434816049224,37.45
56.31,126.43,13.78,30.47,29.46,30.37,1.0,8.45,30.84,1.88,23.34,107.0,Moderate,2019,9,9,0,37,0.44188966491407045,44.25
64.48,144.47,16.24,34.12,34.48,29.2,1.07,9.49,40.53,2.34,27.18,139.0,Moderate,2019,9,10,1,37,0.4432529043789098,50.36
79.6,174.33,15.86,39.69,37.15,31.57,1.15,9.54,48.95,2.5,27.98,166.0,Moderate,2019,9,11,2,37,0.4540010266354873,55.55
57.83,132.61,9.71,34.01,28.38,30.72,0.99,8.91,32.08,1.85,17.13,158.0,Moderate,2019,9,12,3,37,0.4328268842152533,43.72
33.59,83.22,9.52,29.75,25.5,28.56,0.88,8.16,27.33,1.5,16.47,103.0,Moderate,2019,9,13,4,37,0.398836380907148,39.269999999999996
26.65,69.36,7.91,26.05,21.91,25.04,0.77,8.48,28.64,1.48,15.16,85.0,Satisfactory,2019,9,14,5,37,0.3787663445139284,33.96
35.52,72.61,10.34,27.77,24.91,24.48,0.91,8.55,28.58,1.42,14.92,83.0,Satisfactory,2019,9,15,6,37,0.48254313272653176,38.11
56.6,129.47,19.02,36.18,37.24,26.11,1.13,8.35,35.4,2.25,26.03,111.0,Moderate,2019,9,16,0,38,0.43381620295853457,55.2
59.14,135.84,14.08,38.18,34.26,27.51,1.12,8.64,41.22,2.62,24.58,143.0,Moderate,2019,9,17,1,38,0.43218357205495467,52.26
35.41,97.32,7.76,31.3,25.04,25.54,0.86,9.46,37.19,1.86,15.45,117.0,Moderate,2019,9,18,2,38,0.36015052888527255,39.06
21.74,62.19,7.22,24.15,20.35,22.6,0.78,9.29,27.34,1.57,15.18,80.0,Satisfactory,2019,9,19,3,38,0.3440417787624624,31.369999999999997
40.33,106.47,13.55,31.73,30.32,24.91,0.95,10.81,29.76,2.22,22.21,96.0,Satisfactory,2019,9,20,4,38,0.3752675165162371,45.28
39.23,96.29,17.26,31.43,32.82,24.45,0.99,9.63,28.51,2.08,22.37,112.0,Moderate,2019,9,21,5,38,0.4032274642820433,48.69
26.51,65.65,17.88,30.66,33.12,26.2,0.91,9.32,21.15,1.89,17.61,86.0,Satisfactory,2019,9,22,6,38,0.3977494373593398,48.54
34.46,83.33,11.33,30.02,27.61,25.37,0.93,9.9,30.49,2.01,18.72,89.0,Satisfactory,2019,9,23,0,39,0.40863275228269896,41.35
35.88,96.22,16.67,34.98,34.14,25.61,0.98,9.19,28.92,2.55,21.11,103.0,Moderate,2019,9,24,1,39,0.36905986422546805,51.65
30.52,86.31,11.53,29.99,27.25,24.88,0.9,8.94,28.53,1.89,18.14,100.0,Satisfactory,2019,9,25,2,39,0.34955904249226893,41.519999999999996
22.9,69.49,12.62,27.25,26.71,24.04,0.83,10.43,24.16,1.93,20.57,87.0,Satisfactory,2019,9,26,3,39,0.3248687757128671,39.87
15.66,56.71,9.94,24.52,22.68,22.32,0.78,10.3,23.54,2.09,18.35,78.0,Satisfactory,2019,9,27,4,39,0.271356783919598,34.46
22.52,66.98,11.93,26.18,25.22,21.94,0.77,10.01,22.22,2.84,19.97,78.0,Satisfactory,2019,9,28,5,39,0.331273904089438,38.11
16.91,51.03,8.13,22.84,19.7,21.99,0.74,8.85,22.84,1.83,12.63,68.0,Satisfactory,2019,9,29,6,39,0.3250048049202383,30.97
29.42,81.97,12.1,27.89,26.39,22.01,0.92,8.22,26.67,2.46,15.92,75.0,Satisfactory,2019,9,30,0,40,0.3545859949379294,39.99
33.92,92.41,12.82,28.0,26.89,23.99,0.96,8.5,26.15,2.56,18.36,98.0,Satisfactory,2019,10,1,1,40,0.3631302858366342,40.82
40.16,96.13,17.97,29.72,32.24,24.63,1.05,8.95,34.94,2.83,15.7,105.0,Moderate,2019,10,2,2,40,0.41346648821167503,47.69
57.99,143.97,30.13,36.77,46.78,27.17,1.25,10.42,44.29,4.03,25.96,140.0,Moderate,2019,10,3,3,40,0.4000137959577844,66.9
43.07,94.9,17.87,34.07,35.15,26.21,0.99,8.34,32.54,2.99,25.91,113.0,Moderate,2019,10,4,4,40,0.44911366006256515,51.94
39.48,108.22,20.52,33.82,36.22,23.56,1.03,8.08,32.66,2.5,20.58,108.0,Moderate,2019,10,5,5,40,0.36147225782823655,54.34
58.75,140.15,18.29,36.98,37.52,26.89,0.99,8.62,40.18,2.82,22.98,127.0,Moderate,2019,10,6,6,40,0.4162238753099539,55.269999999999996
55.88,137.81,13.36,33.46,31.6,26.98,0.91,8.25,36.23,2.35,18.65,133.0,Moderate,2019,10,7,0,41,0.40256465672501984,46.82
44.85,116.56,17.58,33.4,34.71,23.12,0.85,8.91,38.81,2.29,15.02,123.0,Moderate,2019,10,8,1,41,0.38150731541340593,50.98
77.02,182.89,40.81,45.5,58.38,25.59,1.37,11.9,51.37,4.1,30.69,165.0,Moderate,2019,10,9,2,41,0.41883734841481324,86.31
100.82,215.18,34.75,50.32,54.51,29.71,1.34,13.83,53.51,4.49,36.66,208.0,Poor,2019,10,10,3,41,0.4663706170783606,85.07
98.07,203.36,35.13,48.05,53.08,31.79,1.37,11.02,47.07,4.4,32.36,243.0,Poor,2019,10,11,4,41,0.47988843217850846,83.18
103.45,209.42,35.55,48.54,53.06,33.54,1.44,11.26,44.45,4.65,35.04,235.0,Poor,2019,10,12,5,41,0.49163577606691383,84.09
132.57,255.42,43.72,51.27,63.23,34.93,1.65,12.75,44.55,5.05,38.96,282.0,Poor,2019,10,13,6,41,0.5170033538725529,94.99000000000001
116.33,239.47,52.78,50.83,68.23,34.7,1.73,11.46,43.59,4.68,37.89,285.0,Poor,2019,10,14,0,42,0.4837609681041294,103.61
133.35,285.26,67.74,58.61,86.5,36.03,2.18,13.31,53.79,6.4,49.36,291.0,Poor,2019,10,15,1,42,0.46583525466359255,126.35
146.37,279.78,39.0,53.03,62.13,38.12,1.77,13.22,55.69,5.51,36.51,320.0,Very Poor,2019,10,16,2,42,0.5212978132345609,92.03
121.68,245.2,18.94,46.51,42.73,35.08,1.44,14.95,49.68,4.58,30.79,300.0,Poor,2019,10,17,3,42,0.49423233143785544,65.45
90.41,203.39,13.39,39.62,34.81,33.94,1.14,11.36,42.7,3.47,22.11,265.0,Poor,2019,10,18,4,42,0.44234062331816626,53.01
76.77,174.84,31.61,51.37,53.94,33.65,1.18,11.33,43.23,4.23,33.23,170.0,Moderate,2019,10,19,5,42,0.43659008189262966,82.97999999999999
98.05,203.14,35.0,48.83,53.46,33.32,1.26,10.64,33.47,4.13,30.72,242.0,Poor,2019,10,20,6,42,0.4803076320172431,83.83
115.16,235.0,34.79,51.05,55.42,31.9,1.3,11.11,36.8,4.36,28.7,254.0,Poor,2019,10,21,0,43,0.4879661016949152,85.84
93.51,213.26,34.86,50.05,57.98,29.84,1.37,11.7,39.48,3.82,28.98,243.0,Poor,2019,10,22,1,43,0.4364323718846262,84.91
122.12,268.58,56.07,57.92,80.24,34.38,1.79,14.08,44.15,4.7,34.29,248.0,Poor,2019,10,23,2,43,0.4530009644632392,113.99000000000001
173.56,346.51,84.08,67.36,108.93,41.69,2.46,18.87,57.94,7.01,50.88,335.0,Very Poor,2019,10,24,3,43,0.4994388650686311,151.44
129.9,270.87,42.42,52.55,64.73,37.02,1.72,15.17,52.25,5.07,35.92,331.0,Very Poor,2019,10,25,4,43,0.47780189060948247,94.97
148.73,290.6,61.19,56.43,83.98,40.14,1.92,12.76,50.59,5.34,38.81,315.0,Very Poor,2019,10,26,5,43,0.5100480109739368,117.62
198.81,321.68,46.63,48.37,68.91,40.04,1.77,13.21,47.27,4.92,30.4,354.0,Very Poor,2019,10,27,6,43,0.6161212346597248,95.0
301.39,420.35,35.11,48.45,59.73,40.16,1.77,18.03,42.79,4.62,20.55,417.0,Severe,2019,10,28,0,44,0.7152960721490447,83.56
287.56,440.77,58.36,60.03,86.74,49.0,2.43,12.71,33.2,5.79,37.17,419.0,Severe,2019,10,29,1,44,0.6509269529393124,118.39
279.32,454.35,87.7,63.87,113.63,52.82,2.67,13.81,34.86,6.53,49.5,452.0,Severe,2019,10,30,2,44,0.6134182496980344,151.57
314.32,500.04,99.58,71.37,123.63,55.54,2.92,15.86,38.29,7.27,60.46,460.0,Severe,2019,10,31,3,44,0.6273351429027623,170.95
388.45,584.15,62.6,73.61,96.68,58.29,2.59,16.32,49.77,7.11,55.43,591.0,Severe,2019,11,1,4,44,0.6638468768691789,136.21
320.26,467.74,34.23,54.1,61.32,49.38,1.93,12.88,35.0,5.6,35.45,473.0,Severe,2019,11,2,5,44,0.683235909032726,88.33
582.28,706.58,28.98,49.67,53.58,56.52,2.39,10.2,33.91,6.21,33.78,659.0,Severe,2019,11,3,6,44,0.8229175499590151,78.65
272.3,386.16,29.75,44.53,51.48,39.67,1.47,11.68,36.82,4.37,29.56,532.0,Severe,2019,11,4,0,45,0.7033267899576402,74.28
190.41,296.98,32.28,44.32,53.16,33.01,1.43,13.17,39.23,3.75,28.54,385.0,Very Poor,2019,11,5,1,45,0.6390026176253439,76.6
101.09,207.19,57.56,54.77,81.72,31.99,1.52,11.58,29.77,3.94,30.45,265.0,Poor,2019,11,6,2,45,0.4855660694557856,112.33000000000001
182.47,292.56,29.02,51.64,54.77,37.3,1.58,11.95,23.72,5.25,37.6,296.0,Poor,2019,11,7,3,45,0.62157650906118,80.66
154.14,253.44,51.48,52.79,73.74,38.97,1.68,14.04,32.33,5.58,47.09,346.0,Very Poor,2019,11,8,4,45,0.6058009746895142,104.27
140.8,230.5,35.56,44.01,56.07,35.4,1.34,11.58,30.42,4.13,33.86,321.0,Very Poor,2019,11,9,5,45,0.608207343412527,79.57
192.35,296.44,30.88,50.35,56.41,32.4,1.44,13.95,38.5,3.79,29.59,339.0,Very Poor,2019,11,10,6,45,0.6466850457235073,81.23
252.48,380.54,45.96,61.36,75.05,37.01,1.79,15.18,42.35,4.56,39.67,376.0,Very Poor,2019,11,11,0,46,0.6617392671803742,107.32
384.34,529.59,51.47,66.1,83.09,40.72,2.25,14.41,48.8,5.85,44.03,475.0,Severe,2019,11,12,1,46,0.7243634444674795,117.57
383.36,541.19,62.74,73.6,94.33,43.4,2.5,15.12,39.52,7.08,52.12,532.0,Severe,2019,11,13,2,46,0.707058411258046,136.34
371.42,545.66,77.46,82.63,114.67,50.55,2.92,16.26,26.54,8.2,65.31,537.0,Severe,2019,11,14,3,46,0.6794351150623789,160.08999999999997
423.52,576.12,44.06,59.35,73.02,50.12,2.35,14.14,37.71,7.47,48.7,595.0,Severe,2019,11,15,4,46,0.7338508455780427,103.41
174.03,293.0,23.38,42.35,45.36,35.82,1.34,12.89,31.94,4.3,30.34,438.0,Severe,2019,11,16,5,46,0.5919387755102041,65.73
96.34,165.5,14.48,33.78,32.29,29.55,0.92,10.78,27.01,2.4,16.76,273.0,Poor,2019,11,17,6,46,0.5786186186186186,48.260000000000005
108.4,181.67,29.18,40.05,49.47,29.79,1.26,10.55,30.33,3.03,20.7,245.0,Poor,2019,11,18,0,47,0.5934198281053266,69.22999999999999
126.92,218.13,52.44,52.79,77.11,33.12,1.6,12.05,31.56,4.31,31.85,251.0,Poor,2019,11,19,1,47,0.5791995619038927,105.22999999999999
175.19,295.47,79.63,77.62,106.76,40.19,2.21,14.74,38.99,5.65,45.92,315.0,Very Poor,2019,11,20,2,47,0.5909198232536175,157.25
217.7,363.77,104.83,91.65,135.9,44.56,3.0,19.85,48.43,8.84,71.87,375.0,Very Poor,2019,11,21,3,47,0.5968144310113223,196.48000000000002
201.17,332.6,83.99,75.08,113.99,42.17,2.4,16.02,41.54,7.04,56.68,377.0,Very Poor,2019,11,22,4,47,0.6030275779376498,159.07
130.41,224.14,33.69,52.7,60.68,34.6,1.3,11.64,25.58,4.46,33.82,334.0,Very Poor,2019,11,23,5,47,0.5792395842586835,86.39
107.86,178.21,19.82,43.51,42.87,34.33,1.01,11.35,29.6,2.98,20.71,264.0,Poor,2019,11,24,6,47,0.6018637352826293,63.33
122.37,213.67,44.39,53.29,69.13,35.67,1.45,13.59,31.86,4.16,31.46,269.0,Poor,2019,11,25,0,48,0.5700377323333489,97.68
114.27,225.78,49.17,53.83,73.89,37.04,1.41,17.65,39.21,5.2,38.41,284.0,Poor,2019,11,26,1,48,0.503880412734809,103.0
65.7,128.1,19.37,42.94,41.04,34.32,0.89,10.71,30.2,2.89,28.31,166.0,Moderate,2019,11,27,2,48,0.5089078233927189,62.31
31.03,58.6,10.57,32.3,27.14,30.25,0.65,8.99,28.72,1.88,20.27,106.0,Moderate,2019,11,28,3,48,0.5206375838926175,42.87
53.79,100.29,29.65,41.9,49.52,31.59,1.03,10.14,24.66,3.15,27.84,89.0,Satisfactory,2019,11,29,4,48,0.5310494619409616,71.55
96.96,159.36,34.59,45.04,56.55,36.65,1.21,9.87,23.38,4.1,30.82,175.0,Moderate,2019,11,30,5,48,0.6046395609877774,79.63
123.66,192.47,38.19,50.39,63.15,36.51,1.17,11.39,32.28,3.57,23.24,257.0,Poor,2019,12,1,6,48,0.6391688633896728,88.58
141.12,229.08,50.45,57.23,77.73,38.4,1.49,11.18,32.54,4.35,26.64,299.0,Poor,2019,12,2,0,49,0.6133518776077885,107.68
140.07,241.56,53.47,60.85,82.31,38.81,1.49,11.37,32.57,4.31,31.72,302.0,Very Poor,2019,12,3,1,49,0.5774653693931399,114.32
163.24,277.92,77.61,71.65,107.88,43.21,1.95,13.48,33.48,4.93,42.84,313.0,Very Poor,2019,12,4,2,49,0.5852574214828624,149.26
271.99,416.79,115.56,91.53,148.59,55.2,2.95,14.48,42.41,7.93,71.69,389.0,Very Poor,2019,12,5,3,49,0.6510208477943464,207.09
241.69,362.1,73.76,69.73,103.48,57.17,2.03,13.41,32.34,7.86,57.33,423.0,Severe,2019,12,6,4,49,0.6656293032222528,143.49
233.79,348.44,79.28,66.41,107.56,55.32,2.32,15.4,33.69,6.96,47.68,382.0,Very Poor,2019,12,7,5,49,0.6690418956043955,145.69
239.98,355.16,109.28,68.59,137.04,58.01,2.88,13.69,32.51,8.02,58.12,404.0,Severe,2019,12,8,6,49,0.6737982929020664,177.87
200.33,311.58,87.59,68.28,114.07,56.75,2.32,12.34,29.47,6.5,45.83,371.0,Very Poor,2019,12,9,0,50,0.6408919316654937,155.87
236.4,363.3,85.62,72.63,115.07,59.1,2.41,12.49,38.14,6.87,50.04,377.0,Very Poor,2019,12,10,1,50,0.6489157287949492,158.25
299.85,452.65,106.35,85.56,138.71,68.66,3.2,14.71,41.46,8.0,69.03,430.0,Severe,2019,12,11,2,50,0.6609721150666814,191.91
284.18,412.59,46.67,64.36,76.85,70.65,2.01,12.61,44.13,6.29,38.83,471.0,Severe,2019,12,12,3,50,0.6871055876592762,111.03
94.62,124.26,13.29,41.21,32.94,50.03,1.14,7.9,29.14,2.73,16.19,322.0,Very Poor,2019,12,13,4,50,0.7553887913140668,54.5
78.59,128.36,26.2,41.29,43.17,38.62,1.18,9.04,22.94,3.38,25.36,179.0,Moderate,2019,12,14,5,50,0.6075293753865182,67.49
94.67,151.57,26.19,39.9,43.01,38.46,1.15,8.5,22.96,3.22,21.24,205.0,Poor,2019,12,15,6,50,0.6205020646260733,66.09
88.05,133.11,21.68,35.06,36.0,39.25,1.04,7.17,22.1,2.4,12.91,202.0,Poor,2019,12,16,0,51,0.6565505927969576,56.74
93.07,140.23,27.2,32.7,40.32,46.78,1.07,7.26,24.27,2.52,14.12,178.0,Moderate,2019,12,17,1,51,0.6589959640303051,59.900000000000006
144.0,214.88,29.59,44.41,48.79,51.81,1.24,7.98,32.08,3.47,22.85,273.0,Poor,2019,12,18,2,51,0.6670372429127293,74.0
261.16,385.13,51.02,55.64,72.47,57.3,1.92,9.64,28.22,6.1,34.52,354.0,Very Poor,2019,12,19,3,51,0.6763525237614276,106.66
316.09,449.06,40.57,60.58,66.4,58.04,2.16,9.92,29.05,6.86,39.35,452.0,Severe,2019,12,20,4,51,0.7023285784117672,101.15
249.87,353.94,37.13,50.24,57.35,62.14,1.71,8.52,23.62,5.96,30.95,441.0,Severe,2019,12,21,5,51,0.7039781371499408,87.37
146.81,202.05,19.33,38.96,36.7,57.51,1.13,6.67,21.48,3.77,17.14,351.0,Very Poor,2019,12,22,6,51,0.7230238857424279,58.29
171.47,240.19,26.86,39.83,44.43,53.04,1.28,7.0,23.8,3.98,23.78,321.0,Very Poor,2019,12,23,0,52,0.710933289108172,66.69
262.69,401.03,38.02,56.72,64.46,53.3,1.76,8.7,28.17,5.75,38.29,376.0,Very Poor,2019,12,24,1,52,0.6534089495808771,94.74000000000001
166.71,258.28,22.4,39.77,40.79,48.52,1.2,6.96,21.13,3.85,22.52,384.0,Very Poor,2019,12,25,2,52,0.6429728478864549,62.17
196.97,299.85,19.25,45.08,41.2,51.83,1.17,6.99,25.73,3.69,22.5,340.0,Very Poor,2019,12,26,3,52,0.6547116503240817,64.33
240.07,371.45,28.66,54.6,54.95,52.64,1.39,7.88,27.55,4.62,32.86,372.0,Very Poor,2019,12,27,4,52,0.6445697409048194,83.26
275.6,426.12,60.13,55.98,83.47,50.47,1.96,10.26,27.92,6.7,39.22,425.0,Severe,2019,12,28,5,52,0.6452519198351752,116.11
326.79,500.15,32.73,57.76,61.51,49.61,1.86,10.25,35.11,6.28,33.0,455.0,Severe,2019,12,29,6,52,0.6520802155043401,90.49
333.43,486.35,54.97,55.61,79.04,50.75,2.24,11.15,26.44,8.0,47.12,506.0,Severe,2019,12,30,0,1,0.6841694880476044,110.58
245.53,338.18,44.49,47.5,64.57,48.22,1.8,11.03,28.07,4.81,38.4,417.0,Severe,2019,12,31,1,1,0.7238929182145174,91.99000000000001
372.14,483.87,109.53,64.18,135.0,56.85,3.15,18.49,39.58,8.5,60.79,492.0,Severe,2020,1,1,2,1,0.7675046919792934,173.71
327.04,439.31,120.76,64.8,143.71,58.26,3.32,19.95,36.5,9.36,73.11,485.0,Severe,2020,1,2,3,1,0.742749426540392,185.56
228.9,337.04,111.09,55.65,131.13,53.02,2.8,14.93,27.82,6.96,66.8,426.0,Severe,2020,1,3,4,1,0.677138800141995,166.74
220.6,327.22,86.58,57.67,110.2,53.46,2.2,12.85,29.94,6.81,48.18,366.0,Very Poor,2020,1,4,5,1,0.6721101700079214,144.25
170.21,257.94,29.99,48.25,54.3,47.94,1.23,9.59,30.21,3.7,28.9,354.0,Very Poor,2020,1,5,6,1,0.6573337452691743,78.24
159.64,247.47,35.49,51.19,60.14,47.01,1.27,11.34,21.99,3.52,31.1,335.0,Very Poor,2020,1,6,0,2,0.6424920513542882,86.68
120.31,176.22,24.08,44.9,46.56,43.53,1.18,12.74,22.82,3.64,24.51,285.0,Poor,2020,1,7,1,2,0.6788737162848437,68.97999999999999
117.98,145.85,26.65,38.64,45.09,44.73,1.13,8.67,17.63,3.49,22.67,281.0,Poor,2020,1,8,2,2,0.8034048348655091,65.28999999999999
89.26,132.06,14.71,32.3,31.03,36.87,0.89,7.28,22.0,2.43,15.34,231.0,Poor,2020,1,9,3,2,0.6708251916428679,47.01
130.82,203.54,27.73,45.12,50.71,37.73,1.3,9.44,27.25,3.8,24.75,255.0,Poor,2020,1,10,4,2,0.6395814999511098,72.85
151.1,245.62,43.83,53.28,69.66,40.97,1.54,11.65,30.98,4.33,28.3,309.0,Very Poor,2020,1,11,5,2,0.612683480658503,97.11
207.23,325.36,90.44,59.91,113.97,48.65,2.26,12.35,32.47,5.53,39.19,352.0,Very Poor,2020,1,12,6,2,0.6349736487314621,150.35
218.98,329.77,61.38,55.04,84.22,53.64,2.11,11.59,27.98,5.74,34.26,381.0,Very Poor,2020,1,13,0,3,0.662031018532515,116.42
115.62,163.67,21.19,38.08,40.99,46.34,1.16,9.24,21.62,3.31,23.78,314.0,Very Poor,2020,1,14,1,3,0.7021315357988706,59.269999999999996
111.57,179.08,29.61,47.45,54.26,41.76,1.17,10.68,26.19,3.72,30.02,241.0,Poor,2020,1,15,2,3,0.6195579742336739,77.06
139.06,197.9,28.99,44.21,51.19,43.54,1.11,10.44,18.63,4.05,30.42,286.0,Poor,2020,1,16,3,3,0.6991452991452991,73.2
107.65,152.98,31.58,36.19,49.2,40.15,1.14,9.69,18.97,3.71,24.4,287.0,Poor,2020,1,17,4,3,0.6991167684114821,67.77
125.3,198.24,39.64,43.78,60.8,39.56,1.32,9.65,19.93,4.79,29.24,262.0,Poor,2020,1,18,5,3,0.6288897811684401,83.42
125.04,187.93,18.6,34.18,36.38,38.38,0.96,8.69,25.86,2.95,13.77,290.0,Poor,2020,1,19,6,3,0.6618324247075636,52.78
142.18,225.67,30.68,38.21,49.07,39.27,1.39,9.65,24.64,3.9,19.39,282.0,Poor,2020,1,20,0,4,0.6272554815370363,68.89
222.81,348.45,63.49,48.18,83.32,48.02,1.93,12.24,27.6,6.32,39.27,359.0,Very Poor,2020,1,21,1,4,0.6376019459150093,111.67
198.88,296.98,66.0,44.3,82.89,45.17,1.9,10.95,24.63,7.0,36.98,378.0,Very Poor,2020,1,22,2,4,0.6674273441170547,110.3
74.45,137.61,15.4,35.26,33.47,36.32,0.79,8.71,27.73,2.52,14.04,273.0,Poor,2020,1,23,3,4,0.5371185340163047,50.66
79.83,151.81,23.68,44.0,45.88,34.23,0.99,10.73,30.53,2.66,15.38,155.0,Moderate,2020,1,24,4,4,0.5224134546168444,67.68
136.72,240.57,58.83,56.31,84.2,41.37,1.48,12.36,26.8,4.62,26.36,251.0,Poor,2020,1,25,5,4,0.5659643167611872,115.14
201.2,309.09,74.63,50.94,95.06,48.8,2.09,12.81,32.7,5.87,33.9,349.0,Very Poor,2020,1,26,6,4,0.6488438840336677,125.57
209.97,330.91,89.41,67.09,116.25,53.66,2.19,14.72,26.6,5.97,36.87,365.0,Very Poor,2020,1,27,0,5,0.6326112500376607,156.5
104.45,149.12,17.85,42.01,37.97,42.76,1.26,11.12,23.29,3.2,18.44,302.0,Very Poor,2020,1,28,1,5,0.6957767119637623,59.86
77.95,134.17,30.9,42.24,48.65,38.01,1.24,9.85,23.96,3.1,20.67,218.0,Poor,2020,1,29,2,5,0.5766812162462086,73.14
91.56,168.43,30.79,45.04,50.9,36.77,1.08,10.06,24.23,3.49,19.83,195.0,Moderate,2020,1,30,3,5,0.5404001652599894,75.83
92.04,170.33,31.8,47.35,53.46,34.03,1.1,9.9,24.36,3.55,22.19,203.0,Poor,2020,1,31,4,5,0.5372088951146909,79.15
